"","X2206_WT","X2208_WT","X2260_WT","X2265_WT","X2266_WT","X2352_WT","X2354_WT","X2199_Arom","X2261_Arom","X2284_Arom","X2285_Arom","X2253_Arom","Accession","Peptides.used.for.quantitation"
"686",339808.1,239672.68,299628.15,253465.61,258733.42,272848.47,528391.37,195681.39,345437.91,388859.13,259433.65,336736.32,"P62858",3
"687",204131.47,238469.39,218379.11,142369.13,219759.37,266275.99,287440.74,162857.63,265004.17,208697.72,241048.35,317265.6,"Q8R0N6",3
"688",86582.15,75390.38,70640.96,67932.65,86430,74470.17,166355.18,75956.23,103527.73,106904.78,94682.13,94793.61,"O55142",3
"689",173980.52,203324.08,202969.2,116775.86,147002.9,234712.49,220804.96,194774.44,300263.27,237492.1,285512.29,294267.36,"P00375",3
"690",191901.4,204814,259141.42,144009.28,159741.5,262815.58,227031.65,317373.43,337170.35,299371.82,341125.68,424067.63,"P99025",3
"691",185320.56,170220.23,170722.57,140869.52,164890.06,218563.16,166166.89,160144.94,210146.47,203226.52,207140.61,178155.37,"Q8VCA8",3
"692",70743.17,122402.81,161866.29,97813.36,149112.16,156159.02,141433.89,115693.07,116516.69,144244.06,137238.54,193598.66,"Q3THE2",3
"693",186124.05,203268.93,295274.42,132475.75,283770.9,194951.75,362470.42,129014.65,155430.82,191787.22,137297.88,180928.78,"Q64458",3
"694",65970.74,134602.05,161521.61,126251.04,135750.01,211212.57,161552.51,133713.37,133830.66,133532.94,185035.63,175162.59,"P99024",3
"695",86167.51,91527.41,98600.73,70389.51,77416.96,89153.66,123224.09,61612.2,80062.73,59199.27,78932.79,74477.32,"Q9Z2Y8",3
"696",135579.83,63137.33,85397.12,71141.05,114814.58,69531.22,217749.79,54493.67,82805.36,105012.5,88094.12,70164.02,"P97461",3
"697",119259.82,266817.37,133634.56,247952.18,250321.72,181867.77,210645.48,98421.48,114634.78,101509.83,133529.23,143939.48,"P19639",4
"698",41058.38,109460.39,92746.13,83474.95,91513.27,91550.32,66019.85,59825.59,86510.84,68228.85,62517.54,84775.9,"P10630",3
"699",93000.99,116254.27,104602.22,85844.61,97143.69,151320.19,112378.78,91042.35,103648.01,102823.49,123805.38,113844.72,"Q8BGD9",3
"700",141698.37,272287.19,252800.99,240665.34,305116.4,267062.15,221778.57,189769.13,216431.44,199321.2,242139.37,269791.35,"Q61990",3
"701",95099.24,127840.74,120345.09,89807.37,103633.94,150457.62,120801.3,114586.91,136886.71,142721.85,142977.25,169230.2,"P51859",3
"702",120905.6,200449.59,148999.87,119802.62,169919.39,169018.92,157593.94,119001.25,163092.75,160942.59,177257.14,162613.23,"Q9Z0N1",3
"703",67211.23,95388.24,99395.59,83099.53,77719.95,127343.53,105850.73,75983.71,94917.97,95245.36,88433.48,100320.03,"Q9DCC4",3
"704",64262.21,108281.3,100931.04,66963.57,103087.72,114391.66,110940.48,86546.94,111542.11,116327.76,129408.69,134644.99,"P60766",3
"705",45084.78,69786.66,57493.08,74771.92,82725.92,50996.17,64981.92,25969.1,32994.49,36124.3,37676.72,47232.57,"P23591",2
"706",109319.54,138237.52,189480.57,147586.54,142677.23,189716.82,143499.97,100506.94,147270.88,144842.53,141702.05,206907.77,"Q9R1P3",3
"707",75064.23,101751.02,114245.68,68682.62,81577.56,115913.97,97146.13,70049.21,93935.85,74033.65,74958.27,82202.92,"Q8R0V5",3
"708",3925.73,4646.56,2925.61,19623.85,30643.52,18750.7,2665.5,83488.32,96410.55,170936.01,173759.15,114663.65,"P02798",3
"709",89542.9,162539.38,123775.35,140187.81,149629.88,181895.2,183392.49,145572.49,134117.18,144423.31,174351.51,175890.41,"Q8VIJ6",3
"710",146925.21,186196.28,154172.34,168526.95,190889.15,176389.25,186553.07,97507.54,136691.11,142562.58,157974.69,137269.7,"Q9CXI5",3
"711",90813.98,98398.24,106237.12,76955.74,99800.63,90570.33,179051.7,91278.31,149350.4,196161.66,137392.49,135191.63,"Q64152",3
"712",50044.04,34141.1,62923.11,38793.38,51804.94,77656.37,139231.09,60921.96,59594.99,100594.9,67879.28,130234.21,"O08573",3
"713",58904.31,100745.19,88151.67,82858.44,81474.62,123398.55,85513.38,86140.62,84588.6,87256.03,99872.3,115070.54,"P61089",3
"714",89496.68,133688.14,119157.82,100953.01,131980.91,125083.46,119555.18,116754.06,135345.73,163627.15,160343.65,183217.27,"P28798",3
"715",82834.13,115631.34,94896.43,70932.16,85836.49,117271.07,138282.41,105909.86,135570.1,146108.49,135343.89,147247.19,"P45591",3
"716",57980.47,74638.35,55328.11,55636.74,68969.07,69149.12,84026.23,47647.87,69398.48,71911.9,81963.04,74045.77,"Q9EQU5",3
"717",114888.42,174211.08,128353.27,106025.96,160470.62,166848.62,160411.39,135590.74,145493.2,139681.79,162742.96,225371.23,"Q9DCV4",3
"718",4601.17,6041.91,5653.87,4204.35,7527.28,5167.74,3944.66,2806.87,4139.12,4523.48,4494.72,3443.91,"Q80UM3",2
"719",34711.55,42519.9,87775.04,86959.07,111814.03,68422.93,102345.39,76183.94,77612.08,71344.71,48422.67,118338.91,"P97872",3
"720",43813.29,57343.26,50843.73,38242.93,46894.45,71053.88,58118.53,60094.43,51675.82,66082.34,71136.69,69828.26,"O08600",2
"721",60824.23,111486.41,106240.66,69596.28,95886.47,92319.2,103149.81,89476.23,123965.4,150045.05,104643.4,166999.92,"Q8BMF4",3
"722",82097.23,120164.24,109259.97,148543.29,131720.4,139820.49,107179.34,86294.42,96859.15,108248.66,102219.95,154551.8,"Q9D1Q6",3
"723",22338.96,42492.61,39059.31,33414.37,56453.1,48759.08,53896.31,42271.12,54191.26,75542.19,35231.38,78039.12,"P52430",3
"724",82036.14,90540.85,107842.33,64389.19,101827.81,94270.18,114348.35,78400.51,85194.47,84636.59,110181.96,83972.74,"Q91VT4",3
"725",78174.9,108651.71,110620.13,82021.75,115670.95,89013.48,133669.51,80372.24,110383.44,110043.95,103579.36,136528.29,"P54728",3
"726",25998.18,53298.05,35703.26,32023.56,31298.31,43531.11,45574.55,50892.19,66737.61,70248.24,92336.27,100608.53,"Q2TPA8",3
"727",24520.5,9920.78,16383.81,5900.73,7950.35,44820.97,33575.06,29147.78,41820.61,76047.17,60827.92,63060.47,"P09528",3
"728",110212.81,124494.91,121980.89,126426.47,83307.94,112331.79,102207.71,132340.52,133383.07,194435.33,106039.12,142916.31,"O35215",3
"729",43996.88,82114.57,89005.43,66637.06,89587.03,87518.88,77745.32,47643.83,44194.32,31333.51,52532.73,41766.01,"P48776",3
"730",64205.48,87655.75,69556.83,65525.26,82733.22,74705.23,85123.81,65339.01,64200.68,62032.84,63167.67,66035.23,"Q99L45",3
"731",25155.74,17026.54,14965.74,14669.54,10621.44,27292.09,24676.26,289407.04,428744.41,485493.7,401045.37,432104.93,"Q9QYR7",3
"732",54460.81,78408.73,60914.54,55195.2,70713.55,88457.35,99198.82,47930.24,63188.11,50197.33,62142.38,70421.16,"Q00724",3
"733",60963.43,66181.42,64341.37,53354.53,48592.14,74544.82,67309.84,51220.26,68228.63,66647.33,66398.78,71204.04,"Q9CVB6",3
"734",92365.05,118697.24,92304.12,78226.5,103997.35,111787.19,135194.04,94593.5,124735.6,122146.48,128759.09,132292.35,"O55135",3
"735",54453.73,83709.8,71126.94,62751.5,79871.01,76443.68,73591.78,58782.48,80795.33,66664.03,72362.22,71053.57,"Q8C0C7",3
"736",100358.5,99861.91,134559.38,97279.64,93582.56,123072.05,99688.58,85022.83,95302.95,69763.9,77564.71,97902.93,"Q68FL6",3
"737",31458.12,45071.17,65205.18,49418.1,58043.85,60461.09,75066.17,49937.31,48314.39,46423.44,48640.51,50887.4,"Q9QYJ0",3
"738",29688.72,65391.55,52306.87,47232.2,58585.43,65368.78,47354.15,47128.41,61400.95,59668.92,75195.27,75910.7,"P61164",3
"739",43660.54,110228.17,64069.92,79415.38,111197.59,125475.22,169354.53,71202.23,67162.78,119822.22,97393.06,159800.2,"P20918",3
"740",93742.77,111747.98,77938.98,64082.03,87494.5,111209.77,123978.35,82175.38,94828.12,103880.36,115238.39,134118.2,"P70697",3
"741",44815.72,46013.69,47601.87,55215.14,46302.71,46427.32,52580.3,46150.98,49705.55,45361.66,42058.74,47003.32,"Q8BIJ6",3
"742",21825.2,37462.83,50273.5,34173.32,37095.89,49728.87,46710.91,47626.18,59297.81,53984.17,56592.49,61794.61,"Q9D0E1",2
"743",35146.16,46369.69,37140.21,35109.36,36317.27,46963.88,32588.98,25036.47,33915.03,29857.88,36347.81,35198.35,"Q9JLZ3",3
"744",61190.74,94183.25,83741.2,58657.82,76305.64,95653.98,81370.98,99663.8,118644.69,100613.95,126254.3,175621.11,"Q9CQC9",3
"745",48869.99,41459.46,32951.03,63631.53,111586.46,21186.49,39910.02,27920.42,22946.45,24582.25,28293.61,23300.08,"Q8VCB3",3
"746",39986.8,85057.29,73455.22,85814.13,75753.4,84197.88,74184.78,45139.9,50268,55204.54,60280.36,55536.08,"Q9QZD9",3
"747",43816.09,90966.06,81469.54,82920.65,79353.12,70253.26,70748.33,52270.09,60603.12,53527.79,55926.55,80272.68,"Q91WK2",3
"748",66869.81,97249.39,78891.46,61313.71,74101.74,89912.2,92563.25,80739.13,100222.76,119151.88,110257.74,100737.1,"Q9CQ65",3
"749",54496.38,47364.2,51592.25,29351.73,34834.36,62472.56,51459.78,67939.76,97034.89,85354.18,80881.48,72666.88,"Q9CXA2",3
"750",19588.32,27771.86,28794.93,21788.24,24957.38,26481.41,27709.77,30171.1,43173.1,39528.48,42171.83,34728.53,"P50462",3
"751",37251.32,43999.97,42876.52,34011.08,41587.85,29999.91,41528.44,30979.93,38269.41,44665.28,38489.39,29792.13,"Q02819",2
"752",12387.63,20165.49,29132.05,21193.18,22830.26,23574.57,22768.3,22041.36,28987.8,24734.17,23670.93,25836.33,"Q80UG5",3
"753",31081.03,55604.41,37634.03,43897.07,49875.34,52626.84,52367.93,37963.82,43277.7,34009.36,53242.45,59250.44,"Q9Z1N5",3
"754",19587.35,13666.05,20271.3,12721.16,36214.22,72485.53,80779.76,121764.4,114446.43,207812.7,168591.2,531078.77,"P01867",3
"755",18825.64,21721.31,37998.32,32195.38,38493.12,35184.99,67205.59,38440.99,42689.12,73333.52,46026.14,112013.67,"P50172",3
"756",34598.7,34016.65,44094.63,42938.98,46229.37,50664.98,46441.88,44506.07,52952.9,60329.39,46825.84,66849.91,"O88342",3
"757",28810.41,34900.18,19322.96,23540.56,28530.6,28937.8,32463.14,33531.48,37096.79,41942.13,49145.12,64519.05,"Q8VDQ1",3
"758",30298.16,41930.91,51480.37,58060.65,107898.9,64875.61,129934.48,27352.83,29663.49,26589.08,18685.01,58226.8,"P33267",3
"759",38761.08,27254.54,31729.95,11997.56,26020.32,42858.54,60842.46,38116.79,55111.61,42103.24,39955.5,51463.6,"Q99N42",3
"760",10566.61,35658.03,36842.87,25334.2,33087.19,38453.89,36046.31,27012.35,44938.24,35447.37,43828.16,67624.74,"Q9CWK8",3
"761",36207.7,39531.4,37065.86,34919.48,46805.36,42213.47,47128.3,16219.61,22657.26,20502.54,26532.84,19531.13,"Q922H4",3
"762",12867.47,25350.99,23053.16,20550.85,19991.68,20653.94,24995.73,17243.76,22458.47,18508.84,27369.79,36806.1,"O35643",3
"763",34283.84,47613.36,38704.97,22576.51,34624.74,48547.61,40277.57,45522.59,35198.22,34662.61,50391.94,55103.04,"Q91YP0",3
"764",26962.28,38001.79,40489.56,27615.99,39382.87,35603.57,52012.2,32914.57,52697.39,44545.3,39341.29,57085.5,"Q9WVJ2",3
"765",10831.6,24267.73,29883.62,26246.75,22996.26,33994.98,16252.49,16187.43,20237.51,20042.85,26837.02,34696.72,"Q9CZ04",3
"766",15081.06,27005.17,24340.81,20807.13,30735.35,32699.5,32914.85,28380.14,35101.96,34952.25,40487.48,38762.99,"P84091",3
"767",24025.66,39288.65,39387.29,28608.04,49778.02,52485.3,54807.9,48070.22,47204.26,47450.71,52960.3,61394.32,"Q61081",3
"768",61425.89,63062.98,40446.34,43095.7,54241.26,82586.18,66173.98,55599.9,86621.76,98641.79,138414.39,124131.86,"Q9CQI6",3
"769",24096.89,27165.12,30242.52,18476.99,26109.5,23780.03,34074.93,28429.61,34875.69,35116.57,32744.49,30773.6,"Q9D906",3
"770",16038.62,33360.09,30604.89,27404.36,28842.34,35812.72,29791.58,36598.2,48070.86,39201.27,36300.58,49422.4,"P35293",3
"771",15918.88,23412.5,20432.36,16963.8,20234.1,29425.13,22412.27,18322.56,21355.87,24399.02,28879.2,23454.86,"Q8C166",3
"772",25333.99,29422.09,24856.3,21831.87,27513.84,26835.46,33335.08,25316.6,30211.96,27389.69,36468.53,33683.6,"Q62418",3
"773",6857.26,11279.71,8181.62,6582.14,16306.33,16535.08,30625.87,6452.05,11833.42,21606.67,25789.51,33127.04,"Q9WVA4",3
"774",8845.36,14162.66,13108.58,8103.69,11030.77,17580.94,13989.03,8208.89,18848.97,21794.75,26212.13,28280.3,"O70400",3
"775",16029.93,47101.78,31046.39,27773.14,39589.6,39980.39,25916.42,31076.49,36996.37,41547.1,51017.35,49156.83,"Q8CIB5",3
"776",30891.13,51160.53,20975.34,20059.46,38597.91,49519.26,59396.81,29113.1,35863.24,41658.17,60701.09,82139.74,"Q9DCS3",3
"777",24441.1,42474.82,40673.84,29042.78,49376.58,46705.78,42189.89,34589.59,44869.95,41834.14,49473.69,59233.98,"P60670",3
"778",4085.99,12322.17,13505.49,12453.92,12057.33,10772.31,9330.06,9686,13013.64,9062.02,10286.7,14200.67,"Q9EPL8",3
"779",4741.37,3926.49,4564.91,3855.82,5404.99,5284.14,13644.84,12736.25,17168.73,30043.61,17658.18,48026.75,"P50285",3
"780",4596.83,5585.33,9387.75,9692.34,19154.94,5632.74,16160.48,432.89,993.44,656.54,199.67,852.66,"Q91WL5",3
"781",10451.21,13364.22,7308.9,9812.51,11289.59,10274.81,17879.15,5320.15,5930.36,9368.33,8330.33,12005.27,"P01029",3
"782",11802.56,19158.98,12277.93,12028.72,16933.33,21632.62,17294.97,12805.16,12577.15,19609.06,25835.74,27060.33,"P08030",3
"783",12948.34,8783.78,8795.63,5244.51,8699.43,8198.07,14559.29,14277.56,25056.02,14982.46,21280.34,20273.18,"P28650",3
"784",8187.9,10732.38,11153.71,8666.75,10508.79,10384.55,13753.36,9314.35,12760.78,10572.13,10343.71,13074.97,"Q3UHX2",3
"785",8656.8,9842.98,8501.97,19358.87,12211.74,8664.65,20268.19,1705.87,856.68,1365.94,819.83,2116.72,"Q01279",3
"786",1672323.75,2689643.74,1879463.43,1736131.15,2850400.77,2278595.97,2861619.42,92526.73,95626.47,58261.58,70931.27,71720.5,"P11588",2
"787",1204100.12,1877265.12,1879321.42,1945211.57,1756059.39,1602838.68,1480904.07,301172.41,453499.37,84682.51,113396.12,205817.65,"P11589",2
"788",433358.54,497566.3,469333.27,422592.75,465397.23,570748.85,612575.59,507295.97,548088.12,488047.51,516421.01,525757.99,"Q9D0J8",2
"789",138875.75,331278.74,450771.3,408224.55,307705.95,434641.11,394399.29,348454.58,340006.7,280652.43,321158.76,489929.82,"P68372",2
"790",69364.64,111562.57,172441.58,106404.46,74349.97,199935.09,202559.23,194547.03,159932.34,150775.85,130519.62,359045.24,"P09813",2
"791",415480,470530.8,449138.91,308253.3,342444.78,516045.4,622835.05,283001.53,434002.13,439809.54,346826.25,466315.99,"P63028",2
"792",282387.05,225729.38,264450.5,239208.58,316684.53,350873.59,476998.53,182317.29,295925.09,397344.49,228245.97,414901.89,"P62267",2
"793",233900.6,170787.59,218212.8,284277.59,314770.57,235977.63,340987.78,183189.78,279383.69,310462.62,223818.14,297503.19,"Q9JJI8",2
"794",630967.68,418996.84,626684,419968.19,467017.55,430996.05,669706.44,390081.96,652919.17,645725.96,321720.51,328142.32,"P62849",2
"795",118196.78,120940.87,269894.07,97192.05,94959.37,150866.31,173808.67,123780.45,119720.99,110578.66,127286.92,199839.09,"O08997",1
"796",179939.48,233179.97,227594.86,157810.13,209739.39,222941.05,262075.77,153118.61,179720.51,172129.85,132350.66,159695.68,"Q60692",2
"797",78931.45,55380.65,75113.07,70532.93,90459.57,75515.88,187080.82,46218.21,84106.81,101088.16,67379.28,65744.3,"P53026",2
"798",139334.64,156508.61,149235.05,140731.22,176906.97,138858.48,258576.46,164670.5,189201.19,198539.27,161007.38,189724.4,"Q9CQV8",2
"799",113304.68,137960.07,135580.75,93416.41,121335.25,151119.85,138642.55,100812.59,122850.83,122909.71,111761.95,123211.84,"Q3UMY5",2
"800",99790.11,69448.74,91098.74,84663.49,106194.62,76354.15,167253.92,73843.41,95561.88,106092.72,78184.07,96208.02,"P62274",2
"801",62021.69,40062.4,51698.36,62456.92,72834.28,39579,163540.33,41583.11,69263.5,75280.32,42172.38,48088.08,"P61255",2
"802",217084.74,143510.39,185737.83,192948.16,189748.98,176901.53,466741.17,101098.33,220122.9,250299.85,158977.78,136551.79,"P61514",2
"803",154704.77,131188.2,128714.94,61573.57,74574.62,86705.64,195118.87,65241.67,61676.96,101749.34,109293.72,92166.63,"Q9D3D9",2
"804",344983.5,354852.19,412330.41,419329.44,476626.75,376986.98,767139.5,327026.18,428600.18,549055.17,429562.28,439639.29,"P62830",2
"805",102020.12,154450.43,114578.75,86802.81,133439.4,201295.22,165489.09,153509.33,166284.71,217493.98,212557.64,185084.15,"Q9EPQ7",2
"806",88186.05,134747.68,171987.45,121884.13,172065.4,155613.59,138503.21,168538.05,147334.13,128259.95,118446.28,179289.36,"O35226",2
"807",125754.88,101995.32,97864.54,91836.73,91254.55,83345.45,85007.22,120300.7,135254.16,146610.3,117063.74,223957.33,"P55050",2
"808",231335.35,211266.19,245507.65,269132.63,260000.63,201903.39,241738.65,47396.1,71285.51,24423.98,24535.74,36824.17,"P04939",2
"809",120598.66,227391.09,205156.69,167315.76,238609.35,234712.61,185440.27,158453.03,191632.13,144086.13,160875.75,220791.49,"P61924",2
"810",50983.57,74476.1,70900.38,59560.57,68759.27,92154.98,85216.96,59092.38,61752.36,78290.13,87984.22,79548.06,"P21107",2
"811",82350.67,52091.85,65975.56,58015.79,73071.66,54215.43,168144.47,43705.25,70165.94,83991.03,72379.7,66548.63,"P62843",2
"812",104341.07,56493.56,141795.94,94234.3,90984.35,129768.01,133580.59,65863.45,105837.15,130076.78,126552.26,198986.6,"Q9WUK2",2
"813",74965.2,91062.81,115542.19,62184.63,68159.01,100643.75,75105.84,95528.61,120755.22,110261.98,101567.37,157616.59,"Q9D9V3",2
"814",120271.05,132233.85,89868.74,81520.51,93999.96,84685.13,156629.73,107619.61,168114.69,137863.23,115882.89,143449.22,"P62774",2
"815",151217.47,224207.77,190003.75,148394.94,219216.86,222409.92,201981.61,140548.74,181392.97,179867.81,174058.03,177160.62,"Q80Y14",2
"816",87700.07,138104.96,138398.69,112268.6,91639.64,115479.59,98342.12,111703.44,150755.69,144717.18,141239.68,119594.61,"Q9WVA2",2
"817",127516.28,136440.98,148381.98,124556.21,138517.45,177936.96,188715.21,98482.3,119135.57,121383.24,144739.16,193589.04,"O88668",2
"818",39624.56,53300.36,62701.28,37506.08,42253.23,53800.96,47626.93,24242.2,35154.96,31132.8,29588.33,43385.05,"O89023",2
"819",45562.72,67502.54,64342.79,59345.54,75901.83,86624.82,92345.38,60511.49,62569.84,70214.4,80264.58,73410.37,"Q9QUH0",2
"820",61000.39,83638.16,81586.91,51002.24,74877.96,67560.31,130513.86,64530,81156.12,64594.02,58159.77,66664.3,"P70195",2
"821",75631.97,121526.73,99001.83,68608.7,102746.97,125846.45,109195,89432.98,95309.46,126723.91,108087.55,119679.66,"P47754",2
"822",62144.92,74808.52,91961.95,36835.85,43154.35,114354.48,138158.17,98324.22,110162.76,109426.68,118235.77,149266.28,"Q9D1L0",2
"823",122649.98,104673.21,137864.08,87623.76,74026.24,114521.39,108896.59,144097.11,137611.12,156700.79,164300.77,170413.78,"Q922B1",2
"824",11055.28,18588.43,20374.12,16082.36,23033.09,36746.45,41738.65,25821.14,25460.69,37290.36,32944.16,49068.57,"P13020",1
"825",955.07,1288.16,1300.55,1153.82,2584.95,1158.96,1989.31,733.46,576.96,855.32,724.4,663.56,"Q922Y1",1
"826",70302.62,117666.39,151766.22,105453.78,97025.23,102820.26,86747.03,125332.44,157210.37,108385.91,120524.57,84947.03,"Q62264",2
"827",44365.49,51151.57,57013.71,47992.5,57246.64,66889.65,67005.88,43428.86,57643.88,38312.26,51994.23,71356.26,"Q8R3Q6",2
"828",52067.69,58747.41,77943.55,30422.76,39421.79,77282.62,70577.91,56440.67,76423.85,82195.29,56574.2,79806.5,"Q91YP3",2
"829",90081.1,108243.06,84131.64,95234.94,101648.37,87218.36,109268.42,74552.37,88106.42,109218.75,117082.74,92440.69,"Q9QXT0",2
"830",57061.33,73716.22,73736.72,61420.72,65220.3,85358.72,65358.75,78129.12,84551.23,86395.22,81961.84,88596.18,"Q8BT60",2
"831",22839.2,27646.73,36165.02,28933.41,31862.13,35769.54,45542.29,18678.94,26934.69,24079.78,27310.5,20255.47,"Q80XU3",2
"832",49695.87,48260.96,45989.56,36831.42,42791.89,46293.63,67500.71,46610.74,72395.03,68561.88,73347.85,92866.7,"Q9JJU8",2
"833",34747.47,29414.58,38000.14,34845.21,31879.88,45829.17,72538.87,31687.53,36340.18,34842.07,44593,54052.02,"P34022",2
"834",1876.69,3570.15,3482.47,2454.05,2891.55,3074.01,3855.71,2294.75,4864.2,3667.81,3302.87,1873.58,"P97855",1
"835",46375.22,48426.05,56275.81,37474.52,40846.88,64903.89,53716.87,45117.82,69689.55,70345.71,59605.74,50712.69,"P59999",2
"836",42569.05,67134.07,74227.1,46145.35,86499.63,70874.98,92155.9,80133.33,81931.98,91830.3,86904.1,96049.86,"P84084",2
"837",44754.24,46468.54,46271.12,42890.6,39378.43,66644.86,71964.15,43338.54,50040.33,57413.64,51596.32,47300.47,"P84104",2
"838",93078.76,123364.22,103783.63,97368.18,112679.2,135409.41,96631.49,119193.69,96488.36,124832.99,136037.21,188391.14,"Q8K4Z3",2
"839",49990.69,59387.78,69892.79,46842.56,57790.69,73422.37,90804.22,48044.1,50040.5,47097.52,55348.95,61559.39,"O55023",2
"840",69285.95,94528.49,102403.99,70661.23,97510.41,104690.15,104933.69,88060.22,101515.35,109209.43,94385.82,97397.41,"Q9D8W5",2
"841",48130.07,68905.1,47743.5,47702.79,54385.54,82909.56,73721.55,39529.69,42692.07,58700.03,52201.79,64058.06,"P22315",2
"842",23011.8,32647.69,25987.9,22499.56,29525.3,35901.84,37830.58,25893.65,27257.7,29805.92,29512.8,39735.85,"P62320",2
"843",51285.54,47443.14,56581.12,50588.88,66374.93,63270.2,60317.9,45024.61,58076.19,60968.16,59960.39,92929.63,"Q9EST5",2
"844",18171.92,22059.01,20237.13,15784.75,23433.14,27559.62,22937.07,15808.39,23770.57,21965.19,27767.77,29120.14,"Q3UGR5",2
"845",23573.98,40895.17,37386.59,39783.35,41558.79,36333.17,28995.88,25795.25,30282.77,24520.1,41027.19,33073.25,"P63073",2
"846",55286.93,68113.53,55884.81,39699.47,51937.63,66072.76,71185.27,56267.89,71592.6,79937.59,81417.38,85060.12,"Q9DAR7",2
"847",10779.69,8350.61,12162.01,7141.78,10509.69,15960.63,17256.1,25263.1,28488.33,45902.28,26747.18,64839.27,"P01837",2
"848",58506.08,37623.06,49955.09,47480.15,44855.89,55238.11,101273.31,33757.87,45587.27,66775.54,44908.28,38203.28,"P43274",2
"849",54017.37,66614.83,58846.25,47793.96,54232.43,55316.53,67226.51,44743.74,62638.97,59799.6,74041.87,65876.1,"Q9CR98",2
"850",102562.7,105227.22,120044.6,124916.73,121721.39,113944.76,132861.93,96376.78,103123.38,94167.04,91410.3,112212.08,"Q4VAA2",2
"851",38730.4,51538.97,59981.07,51202.4,93531.58,55653.02,115626.64,72805.68,97882.11,129324.08,78192.63,126204.1,"O35488",2
"852",30565.91,39566.34,26587.25,31362.98,34546.98,43389.16,47928.52,30609.71,32976.19,40735.63,46360.79,43925.9,"Q9WV32",2
"853",63820.62,56918.94,45846.18,32830.99,40538.82,62802.09,63455.13,53997.73,62261.03,65623.44,62484.57,69696.36,"Q5U5V2",2
"854",37278.41,45390.43,53169.85,49539.87,41922.38,47205.53,44004.88,31851.16,46022.92,33450.28,36689.51,45631.6,"P61222",2
"855",13614.05,20395.87,14175.08,20291.1,17806.04,17240.72,18888.59,11912.09,11750.33,16609.98,15540.26,13262.98,"P57759",1
"856",33019.32,67877.41,64128.58,46838.02,67028.81,58321.84,44397.01,45648.63,58066.53,39833.25,56317.69,54247.89,"Q9JKV1",2
"857",4459.96,8960.91,12035.3,8112.52,14584.07,9564.98,18259.99,12051.37,11846.36,9007.72,6332.16,13028.74,"Q9JM62",2
"858",25970.55,69379.14,61704.19,62195.53,73773.12,66843.38,55787.61,46110.03,46436.55,43964.75,42277.49,72679.5,"Q9DCH4",2
"859",3095.7,2749.6,2745.83,1600.97,2639.04,2649.81,2333.08,1363.5,1624.58,1296.94,2088.18,1282.2,"A0JNU3",1
"860",18149.11,23017.35,17728.55,13342.45,19734.46,30109.63,16508.74,12943.42,12071.94,18916.18,19211.94,18366.32,"Q9D898",2
"861",0,0,0,0,0,0,0,0,0,0,0,0,"Q6PDH0",0
"862",56571.1,60016.72,59684.06,46387.71,64411.47,68541,66949.03,47139.24,71498.75,70505.38,70441.99,77555.42,"Q61206",2
"863",13628.23,10693.32,13743.85,12541.7,10367.39,8797.55,22077.24,7442.7,17674.71,18224.26,11054.06,12907.09,"Q9JLQ0",2
"864",1659.06,2660.25,1144.35,1020.02,1377.89,2290.19,2541.98,1498.92,1568.63,2080.15,2442.25,2493.68,"Q61035",1
"865",46870.69,53429.08,67434.39,40959.28,41215.21,57209.76,52500.49,42305.27,51941.19,52638.95,50185.96,43725.66,"Q9CR00",2
"866",19434.58,23200.95,24927.48,18402.56,21343.2,31346.07,22488.95,18219.21,25593.57,25289.9,29417.56,27018.33,"Q9CZ42",2
"867",87730.34,79554.61,93558.63,39063.64,54687.47,87281.23,80702.81,67351.67,78778.83,70036.77,62655.18,73858.52,"Q91VF2",2
"868",32410.35,50036.96,42623.54,34998.98,44348.37,40949.06,38247.68,43956.19,48218.24,54771.09,39119.4,39552.57,"Q7TQI3",2
"869",14068.1,50887.66,38810.77,35469.81,47520.25,42571.5,26748.41,39959.7,30503.21,33534.19,45878.42,44183.13,"Q62167",2
"870",14768.17,24461.31,21126.04,23314.4,34367.44,27438.05,34701.07,19809.65,30640.83,26445.25,28007.1,29956.48,"O35685",2
"871",634.46,1050.3,2390.28,1030.99,1668.07,1034.12,870.53,17989.76,8635.57,88165.47,216401.01,25941.11,"P52843",2
"872",13061.8,21380.27,23166.19,13521.11,29240.62,21023.2,29403.13,18348.96,19662.85,13520.38,16882.05,14393.81,"P97379",1
"873",28035.52,29191.73,40986.93,26572.95,37515.91,35957.64,39455.26,31279.29,31083.61,23637.73,28812.47,33824.3,"Q9WUA2",2
"874",44008.27,28212.57,38977.99,28409.35,41374.44,35179.65,40086.01,36124.08,38362.44,56259.12,38928.31,96505.65,"P42669",2
"875",15855.72,24500.32,25679.23,15827.7,25851.25,21266.1,29854.64,16006.64,22040.29,26153.62,26705.43,24637.18,"Q8BKZ9",2
"876",29404.37,28393.78,30825.65,25325.01,31860.81,39892.86,35007.65,21565.24,37538.53,32495.34,31050.25,36395.82,"O08553",2
"877",27077.43,64322.68,61551.35,47803.57,55236.45,60019.68,43780.04,43088.77,54050.72,32659.28,58966.28,71339.68,"P70404",2
"878",15715.75,22238.6,24114.47,22954.36,16959.43,24053.81,35175.34,19103.05,23334.89,27091.14,22953.6,28272.89,"P56959",2
"879",28113.31,57321.11,71787.1,36128,49605.76,53052.01,57954.48,50156.99,61857.89,51808.55,51556.62,62262.18,"Q9DBK0",2
