"","X2206_WT","X2208_WT","X2260_WT","X2265_WT","X2266_WT","X2352_WT","X2354_WT","X2199_Arom","X2261_Arom","X2284_Arom","X2285_Arom","X2253_Arom","Accession","Peptides.used.for.quantitation"
"321",179142.41,232283.04,244150.18,160219.64,226073.27,269640.54,323765.7,182239.04,217565.93,227426.51,299894.79,360351.57,"Q91W43",9
"322",341796.69,348845.49,370350.12,217681.66,329005.4,360338.49,407004.74,385260.1,488030.22,427882.25,431923.41,442361.61,"Q9D5J6",9
"323",132592.33,244444.7,275080.74,161239.04,198935.1,269986.31,199379.68,275664.5,296372.93,238166.59,324510.18,434389.95,"Q60936",9
"324",135410.2,185581.85,162437.32,154163.17,190891.32,217713.39,195525.67,115236.3,140380.84,136637.81,126533.35,144911.37,"P59325",9
"325",147374.05,163155.05,174385.12,106877.33,131223.82,158574.75,206115.87,162919.22,183688.49,182527.73,194368.74,189552.31,"Q3ULJ0",8
"326",185615.53,324175.33,263282.84,212234.22,304891.58,301870.25,333257.47,234255.07,296411.51,298107.95,265398.05,340099.38,"P62196",9
"327",111140.72,188154.41,154958.33,162567.13,189258.47,204417.04,194156.66,143773.86,154731.72,158722.19,157610.51,181134.51,"Q9D0I9",9
"328",48602824.74,47938433.9,52823324.27,48711589.49,25406265.52,110322402.8,167084783.5,61887885.14,57207746.46,49458758.73,35023879.74,270217660,"P02088",9
"329",37217883.81,34727007.97,44045234.09,40685822,20649942.03,76716171.29,109978082.2,49593357.52,39794515.75,34848807.86,25343121.08,178217784.8,"P01942",9
"330",2847966.82,2569363.72,3140513,1787085.05,1986649.17,2471180.17,3520625.06,3393822.3,5565001.84,4998356.93,4053452.23,5400628.36,"P31786",8
"331",1891559.28,1744786.88,2041300.46,1324938.89,1419829.62,1911558.51,2186139.74,1896156.48,2217458.08,1899669.49,2027473.5,2523196.11,"P70296",8
"332",1837037.06,2174742.2,2551731.17,1831545.91,2276952.63,2630751.79,2506505.08,2265014.32,2144407.08,2062983.98,2342986.2,3131160.2,"Q9DBJ1",9
"333",36493.47,52957.06,34624.05,37618.64,36133.74,46104.18,62080.11,31997.51,46184.52,61151.61,67290.81,67151.78,"Q61233",6
"334",1430376.66,1472819.2,1544654.98,1283111.98,1369277.4,1988748.6,2556204.39,1358617.8,1630346.63,1481007.07,1299864.12,3171913.05,"Q61171",8
"335",423581.31,423658.54,492016.83,320483.1,362530.6,551968.95,522131.18,468152.78,608941.58,492375.03,516089.55,667234.36,"Q9D6Y7",8
"336",902338.39,994009.25,988156.05,686819.75,849487.96,1237527.58,1189476.42,1088195.02,1306261.63,1091358.67,1397129.97,1459001.07,"Q9DCG6",8
"337",586689.15,360690.87,455176.03,406381.79,516056.78,378259.63,957539.25,262967.92,474493.92,565742.78,415767.36,437046.75,"P62270",8
"338",759993.97,886248.95,869942.23,704511.72,719530.24,966941.87,886108.21,784617.26,810637.04,890598.36,1109254.01,1131090.42,"P06745",9
"339",901432.69,1087454.89,1147153.3,847159.45,1099315.8,1285035.33,1307208.27,423934.24,677031.91,540934.5,672147.06,798649.57,"Q9DCY0",8
"340",725020.03,812043.24,936829.4,655476.72,725339.3,959203.41,985534.48,750378.04,957565.43,955789.08,990914.85,1255025.46,"Q9D172",8
"341",587754.98,821911.27,981451.49,723714.96,761498.14,867187.31,815616.06,865756.68,1012466.29,939234.52,1074882.46,999913.46,"Q8VBW8",8
"342",496379.04,627421.9,548805.47,368725.08,411461.49,538486.38,601221.56,512344.09,665938.92,505522.61,516632.69,579795.21,"Q8R086",7
"343",664895.21,1087852.88,1028772.83,923521.99,1061655.18,1169739.32,1085894.08,689546.13,760161.63,769061.4,798295.14,898414.69,"P57776",8
"344",415898.15,244347.5,329126.14,295250.58,355360.78,283707.03,908561.93,207081.54,406066.58,486067.04,312240.11,339050.67,"P62918",8
"345",729540.25,755022.86,786510.15,676371.36,768006.75,728993.37,1042734.06,587281.21,718261.31,607946.38,629126.3,973203.19,"Q923D2",9
"346",623913.21,709538.69,693062.5,575836.88,726068.43,789792.47,770244.82,523191.61,637389.8,683384.44,643130.82,712187.66,"P97364",8
"347",399801.83,408249.1,439242.79,215595.76,314843.49,416506,457548.31,399992.49,572473.71,637932.68,583437.89,656094.63,"Q9WV68",8
"348",564880.54,627699.86,666173.34,556563.14,666651.91,730075.74,700420.81,531786.09,677964.89,632477.72,653177.53,730307.61,"Q9QUM9",8
"349",588564.29,648029.78,554168.79,486776.83,604696.19,741269.61,814659.45,674683,664271.32,726458.99,833809.72,1217239.17,"P18760",8
"350",572530.15,402511.02,585055.09,521684.19,564478.75,479699.36,1180690.75,333564.14,589572.89,651805.97,423822.92,526589.72,"P47963",8
"351",399291.25,424727.19,424238.03,487154.16,438745.36,385328.32,435311.22,271666.12,314766.36,374754.08,312886.18,383678.84,"P24369",8
"352",702759.18,452172.01,640888.13,546967.94,644369.29,580857.42,1100369.28,429785.92,620981.51,810984.95,681671.4,846385.38,"P68040",8
"353",714644.08,836814.17,771510.5,611889.25,764472.42,837704.01,847975.97,487536.71,590984.44,562681.96,518862.75,613435.35,"Q99KR3",8
"354",152120.28,197648,147145.88,98410.87,165190.26,183801.71,203607.5,160671.29,197883.51,262483.04,246133.11,259435.64,"A2AJL3",7
"355",117633.66,218274.75,192471.97,155478.98,179866.14,208055.95,201589.97,169172.37,199831.17,177483.2,170895.09,204139.37,"P62192",7
"356",473993.64,586782.63,545648.7,437794.58,554085.84,713467.73,647744.78,426035.88,502092.07,499896.34,646695.01,743872.39,"Q9R1P1",8
"357",550533.17,604774.72,670742.74,554031.67,473751.32,680956.06,690686.15,425644.82,485521.66,523669.84,526331.61,677397.05,"P70441",7
"358",227541.94,317151.19,257179.89,367020.36,409008.51,325864.13,363373.12,223848.35,235422.32,232954.93,242076.54,255189.96,"O88533",8
"359",289321.32,362179.88,295572.57,268903.98,356699.11,379887.57,385637.63,288048.43,344503.51,333512.14,418757.9,406214.02,"Q8QZS1",8
"360",47360.39,58603.42,47535.45,36751.37,54845.82,60155.45,71826.71,560204.54,540626.07,649912.26,458134.15,1131825.86,"Q19LI2",8
"361",169006.23,348108.39,238693.28,214966.45,252409.37,323451.39,269123.9,283470.21,434922.76,327393.25,492815.16,493859.59,"P97372",8
"362",156755.63,180722.9,188835.26,132673.47,168864.11,241760.46,239057.51,217873.62,262772.31,308565.84,272913.44,324993.76,"O09131",7
"363",554530.32,396586.78,453673.16,272363.65,301436.88,413158.93,561855,348982.42,487742.25,436783.63,364467.63,388215.66,"Q64176",8
"364",223347.15,350225.06,325699.96,257167.73,352344.58,363948.51,364260.2,268309.14,316271.23,341389.27,326003.21,376282.42,"O88685",9
"365",243319.9,277494.67,367134.37,180875.14,245997.77,391279.63,436971.19,307110.63,313335.31,421333.66,513824.73,585352.8,"Q571F8",8
"366",366348.11,452458.63,398931.69,311223.07,446886.62,540417.7,539980.19,425151.45,426835.03,565859.7,524987.15,611130.95,"O35381",8
"367",200734.94,131147.85,170252.96,173231.85,172461.21,142825.86,363395.39,117450.86,196415.01,198906.61,150980.65,151956.85,"Q6ZWN5",8
"368",314665.38,447935.89,377745.88,309472.97,288249.05,405993.42,526742.25,325355.55,430546.87,466818.82,450912.99,565416.37,"P10518",8
"369",264037.31,322984.98,310636.01,249432.53,290203.66,350191.96,319761.82,326878.88,373569.34,421866.05,397549.06,459461.05,"Q9D1A2",8
"370",95780.52,276551.7,278483.85,234229.45,288006.35,286305.63,196653.38,215468.36,189859.44,181012.63,223366.21,318347.85,"Q8CIE6",8
"371",174175.16,257493.54,255735.38,200607.2,233893.26,294375.41,272076.98,190511.39,263943.89,228157,255480.69,313567.97,"Q922B2",8
"372",202997.46,334497.16,336060.43,246680.02,320103.04,337147.23,333692.86,262662.4,356051.35,322084.28,299340.75,365833.17,"P62334",8
"373",172570.76,233814.22,201775.82,196255.11,230561.13,232970.08,283239.43,149238.99,171689.75,169004.73,166398.79,165429.42,"Q64727",8
"374",238443.27,241995.69,270330.35,184376.69,225948.69,290444.98,335674.51,228371,295020.27,339359.62,326661.87,343285.77,"P97429",8
"375",98652.46,147168.08,125667.43,147873.92,128981.85,117419.3,124043.77,77369.69,115494.73,116187.96,116517.83,124280.4,"Q8BHN3",8
"376",80409.1,136136.96,130672.55,96262.94,127539.23,156875.75,128829.47,99238.94,124177.96,115117.93,102828.13,137913.71,"Q8BG32",8
"377",90790.15,152704.2,200252.03,162296.94,172676.64,170981.85,159432.08,116279.23,136558.65,95214.38,118852.6,119529.43,"Q9Z1Q9",8
"378",68738.37,189555.3,159970.26,147632.28,194772.11,149582.99,123073.58,110537.77,116506.32,109914.5,121370.92,145009.43,"P23116",8
"379",174155.19,190076.21,188973.24,127057.77,158487.24,203915.21,227336.74,177261.32,249052.76,206338.56,230874.03,248840.42,"Q9CWJ9",8
"380",78840.43,124484.53,102878.51,113602.29,146302.95,131058.71,113376.28,102510.05,116537.3,96070.09,109501.45,101325.24,"Q61699",8
"381",94763.5,138572.69,146904.54,106722.17,150451.51,145346.52,158190.7,130756.75,148558.9,113314.18,131450.6,160335.16,"P26516",8
"382",13546.39,80647.86,78910.4,66594.81,63331.95,107676.04,83790.56,60594.58,52794.14,58404.23,69345.27,106593.38,"P26039",8
"383",1508057.09,1153703.5,1417083.55,1271563.45,1419576.94,1241842.53,2512705.96,880995.55,1728399.86,1995099.2,1366428.71,1519244.61,"P99027",7
"384",567840.11,608536.79,622900.49,408020.01,485157.63,671517.25,840903.95,603928.27,649078.83,636012.27,659964.23,696917.29,"Q9DCQ2",7
"385",518608.24,294180.78,388952.73,327554.86,386845.21,362374.78,708077.88,245263.73,428412.18,564114.25,361050.93,345334.39,"P14131",7
"386",1038382.56,787159.77,896812.56,850698.94,1042306.2,995150.23,1557931.54,670512.27,956089.98,1177146.72,994167.39,1129720.56,"P14206",7
"387",713256.91,940698.91,872450.9,635537.65,791701.05,908396.25,1085366.74,739011.75,838513.15,794482.55,848552.03,839413.26,"Q99KB8",8
"388",345523.67,431492.86,456771.91,331254.18,453992.4,537703.79,559419.72,317207.41,510832.85,399274.47,457082.32,574964.82,"Q9R1P0",7
"389",535446.98,592067.31,689998.85,501692.28,585667.2,668753.28,796690.29,617925.12,787816.7,585996.71,690349.02,825480.31,"Q9CXN7",7
"390",428370.13,360505.73,473664.04,380536.4,221824.74,841591.58,1501125.54,581049.16,557345.69,512468.44,398093.53,2323372.17,"P00920",7
"391",200037.05,281782.9,340152.9,287005.92,393554.34,322009.06,420143.87,258256.05,292633.11,310871.45,209624.01,373813.47,"O88451",7
"392",297459.75,279018.98,278738.82,207098.95,233504.16,328245.18,439380.74,308918.87,355720.79,418269.42,363999.56,544020.49,"Q922E4",7
"393",521263.24,599109.95,615421.57,447900.29,577058.13,616656.58,596605.88,411872.55,626322.36,467657.47,446330.57,482000.12,"Q9CXF0",7
"394",256012.66,230489.53,231634.42,275347.2,256583.22,261092.97,336312.77,240520.18,354370.68,963608.13,531315.18,600707.59,"Q05816",8
"395",554569.55,735188.63,654307.51,420142.98,495122.73,786303.1,627295.24,557774.86,743548.79,736808.55,720608.4,883069.79,"O35459",7
"396",269853.39,358356.61,292960.73,246916.29,299917.81,325426.71,304909.07,317131.48,455338.74,410734.63,432992.4,444445.48,"Q8R1G2",7
"397",394346.98,447644.37,459975.78,378871.78,492143.07,475887.95,491070.52,363274.35,433456.95,426915.77,484533.61,515115.07,"Q9DCM0",7
"398",276981.33,206535.47,251517.71,239024.18,360095.25,266927.04,640180.41,174526.8,293678.96,365757.94,264762.56,266339.32,"Q6ZWV3",9
"399",249456.03,393387.3,329414.14,313767.24,361707.91,485012.83,392434.97,381416.69,460024.27,444389.67,608052.94,592358.17,"P97371",7
"400",282258.36,430227.82,366050.57,251117.3,321866.1,372105.92,358266.34,358557.85,480072.28,433000.44,467765.8,522674.3,"Q9DBL7",7
"401",397619.1,563867.78,510847.98,410078.68,528841.43,571519.16,535762.06,300967.68,345786.92,382035.49,444979.95,548260.51,"Q9DBL1",7
"402",268285.87,165849.8,335915.18,334760.45,643221.7,175282.09,270608.81,239190.93,282670.28,289269.93,235951.7,488909.07,"Q9DBE0",7
"403",259912.64,387883.77,349460.04,221445.4,278800.37,337410.23,346096.16,252295.4,353822.64,374413.5,324211.95,438353.07,"Q9D051",7
"404",196062.09,202224.78,214629.08,145349.57,179879.63,280280.74,301834.28,255873.66,341578.83,350450.45,408071.23,412403.36,"Q99KQ4",7
"405",95088.48,184535.64,192531.92,233054.75,288302.61,155769.03,176362.24,254512.42,249635.31,232910.4,199017.28,328092.35,"Q9DD20",7
"406",485853.18,566512.29,687595.07,341564.65,422302.97,525082.51,394628.14,521398.15,553029.47,398158.99,539824.98,522447.05,"Q8BGT5",7
"407",91006.01,103860.05,154184.12,83427.6,111688.84,146364.21,126090.8,147005.23,171525.34,176303.33,169927.28,188945.57,"Q99K51",7
"408",326745.94,369121.78,395136.03,272891.61,331607.14,452435.59,420217.13,306538.64,386974.49,381311.06,346080.69,450580.86,"Q9CQ60",7
"409",360615.73,381797.78,356188.26,291996.56,339185.05,401667.04,500382.37,346928.24,475454.81,409271.54,427678.25,510708.95,"Q9CPV4",7
"410",262608.97,372839.27,337872.99,250542.15,357866.71,430861.94,345124.57,244527.2,277145.54,325739.57,335256.04,414429.22,"Q9D7B6",7
"411",96592.17,144021.22,150393.75,132042.14,113546.51,141855.95,145416.88,116733.96,178643.2,141813.46,148244.13,177095.87,"Q99L47",7
"412",115127.02,248379.4,252397.61,196529.49,245895.27,223786.12,198736.08,213157.25,253857.86,219668.56,241611.33,198811.03,"P63037",6
"413",104961.04,155033.16,122577.58,154754.22,125833.93,140344.76,175227.08,72845,90231.85,96927.88,110251.93,112853.86,"Q921X9",6
"414",301297.62,360563.64,341175.85,236689.72,292360.87,478963.99,441074.11,230791.44,320737.49,300941.64,355447.02,438235.08,"P51855",7
"415",175693.03,380283.99,268364.29,292361.64,341253.4,277364.5,306892.84,105986.05,152008.1,125434.52,122544.43,163785.9,"Q3U2P1",7
"416",120570.85,206826.56,197459.15,155420.09,228652.23,227556.3,176076.17,144365.08,180574.9,132327.32,167391.95,242324.08,"Q9D6R2",7
"417",152506.43,208894.67,187947.48,143124.72,218131.22,214262.78,228094.24,156898.97,226959.42,232805.48,181772.85,198771.29,"Q9EQH3",7
"418",111580.32,227882.95,196392.63,164964.25,212971.46,226632,197039.73,179466.76,196586.08,178712.31,209826.31,209865.54,"Q5XJY5",7
"419",164796.66,291699.49,196196.27,163372.56,240419.24,236349.28,324361.66,172388.63,229625,277678.01,244842.5,291231.48,"Q8VEK3",7
"420",70940.19,100006.56,77615.46,44709,75451.94,98476.39,89738.02,98959.76,138662.64,164010.5,158063.21,188346.66,"Q8JZN5",7
"421",125564.64,156328.81,114399.02,103632.75,122678.31,150267.17,173690.4,101730.63,158581.3,170593.6,215358.28,205411.59,"Q9Z2W0",7
"422",61367.86,112255.75,139790.84,105833.52,98403.46,277436.42,267071.07,144825.45,126285.81,123794.73,108211.18,355160.6,"P06728",6
"423",209041.51,180397.21,188135.28,133137.85,150677.48,178277.36,322315.85,155575.67,180800.29,242342.01,219595.73,232488.6,"Q8K2B3",7
"424",106678.46,218023.4,172465.89,178944.11,200546.32,205435.17,183197.49,138494.3,162241.32,149266.17,179340.82,181936.87,"Q8JZQ9",7
"425",3635400.05,5703379.37,3335312.46,3921358.08,4585161.24,3685710.89,4723296.79,960034.24,1303759.69,1143945.91,1502040.11,1156512,"Q63880",8
"426",1523149.69,1338374.09,1624758.71,524546.5,902485.36,1336343.14,1709775.68,2344491.7,2706215.79,2342823.06,2153279.25,2524143.38,"Q8VCH0",8
"427",713685.06,509523.79,658456.89,566694,714432.32,600078.26,1195845.3,396958.71,753287.55,789391.96,549181.36,610075.68,"Q9CR57",6
"428",574644.15,710125.47,617578.19,454301.11,583546.29,711606.37,708109.83,485684.19,590645.86,659224.86,696425.4,722858.89,"P20108",6
"429",790318.45,504562.13,704111.82,628754.65,689744.35,628083.19,1380848,401555.73,764374.93,847454.89,553344.1,650157.31,"P35980",6
"430",1022965.03,1204606.22,970434.12,790102.1,1100440.24,1315070.17,1471612.9,932024.32,989673.48,1035606.24,1301700.96,1576613.53,"P09671",6
"431",385661.99,453575.95,386417.68,404710.83,489784.69,471138.75,479980.4,429818.11,560907.69,481891.29,515197.32,608404.14,"P10639",6
"432",688893.28,1050585.8,778298.52,542176.61,861833.67,1084242.05,1028703.54,929868.27,1193144.75,1376344.38,1758274.06,1805153.31,"A2AS89",7
"433",682492.15,761114.76,649448.68,586524.6,733740.17,891899.03,960414.62,622808.56,792521.35,969287.73,1233546.07,1311521.57,"Q9CRB3",6
"434",321859.73,171612.24,290595.96,233622.9,317281.33,182077.83,551549.91,151855.79,370728.29,351233.25,203208.89,261688.43,"Q9CZM2",6
"435",396411.99,533251.44,515332.1,431990.65,499697.86,638799.67,566140.99,434589.22,519512.34,589576.85,601001.95,692919.02,"P62827",6
"436",742371.96,1021678.8,884183.77,731641.18,963209.39,1069875.84,827444.77,735702.27,800633.89,810790.37,1149490.07,1280376.82,"Q6P3A8",6
"437",633108.81,1111533.17,751800.77,942530.96,1035448.62,868565.88,960829.36,318124.42,395059.19,491443.19,490684.04,496833.72,"Q8VCU1",6
"438",545562.95,596354.11,630296.58,488698.73,535524.17,645438.21,661433.1,534007.96,685704.21,683033.98,746697.01,877156.53,"P97823",6
"439",1147990.49,1132363.07,969172.96,730938.45,966514.35,1248969.18,1346613.25,1043626.04,1230749.88,1379418.86,1823072.38,1813455.62,"P85094",6
"440",323487.65,413943.6,515540.95,466552.9,382350.28,686555.08,697207.08,536742.12,553777.48,659273.59,549066.07,1008703.91,"P29699",7
"441",432404.93,555624.01,395029.28,411681.43,456548.2,507941.84,537029.77,382154.21,555762.9,560818.73,519096.51,538120.38,"Q9R0P5",6
"442",517906.31,334883.22,381202.41,324989.17,367271.24,350946.24,640264.3,247696.4,379863.17,476403.5,387447.57,327554.98,"Q9CZX8",6
"443",359224.22,236511.13,270654.05,264485.28,286897.6,306723.37,549146.61,209999.73,330699.08,415248.66,287286.46,265174.41,"P63323",6
"444",689902.23,470479.09,621148.77,575272.14,636003.27,553307.88,1342452.23,347901.06,815825.38,860892.46,557577.44,647505.62,"P35979",6
"445",413093.86,267032.57,370522.91,336548.08,429936.36,355402.48,816031.82,269786.51,444164.61,511410.98,383197.84,336355.85,"Q9CXW4",6
"446",257385.32,198025.52,254720.57,220480.33,263051.59,235378.5,572482.2,143015.67,309361.27,300505.69,190237.5,212055.95,"P19253",6
"447",209342.89,330921.79,529860.35,266671.67,306738.54,365310.14,247751.7,467704.34,577308.85,455478.32,616792.61,612062.21,"Q3UZZ6",6
"448",156056.43,220291.16,170012.59,97962.99,141475.88,216153.87,202610.1,242699.18,282643.45,276749.18,277729.98,317936.7,"Q61133",6
"449",517770.48,483019.68,465933.8,424068.38,501536.98,537967.14,646104.96,293076.32,378881.42,324990.61,382972.31,437025.71,"O88587",6
"450",599184.73,723806.39,710208.66,560928.12,707598.55,819824.95,833678.2,612388.6,582232.34,716722.71,981204.59,1162592.7,"P18242",6
"451",194805.1,231443.93,245463.65,162363.87,207404.97,224809.28,271324.71,201465.46,225214.87,231196.35,264259.21,293338.02,"Q99LP6",6
"452",429269.83,558819.92,484472.56,428473.67,528884.51,691284.15,601004.8,427251.1,598244.85,565196.87,691613.92,654665.16,"Q99PT1",6
"453",291457.54,237381.89,322940.5,295512.65,357876.62,296695.81,541227.14,267360.06,296921.9,381752.55,311251.76,377133.94,"P62281",5
"454",415761.63,424270.81,515755.02,351668.65,343400.84,382776.86,387446,545963.98,622810.99,531953.91,516301.59,568394.47,"Q8JZK9",6
"455",245138.59,155618.6,174938.11,142844.98,174863.86,167479.11,416144.06,131830.16,222867.36,285659.68,224730.75,257517.29,"P63276",7
"456",379101.51,424426.67,430115.03,354899.59,410755.3,526622.72,651558.29,296529.06,319288.71,406255.23,416531.35,452088.92,"P05064",6
"457",290992.06,162112.25,284617.48,240442.83,253005.39,239183.3,517931.13,131924.53,273487.34,362376.33,224861.6,307137.14,"P47962",6
"458",269333.21,403199.24,408532.66,333915.89,342372.44,433704.51,381057.52,323668.58,394640.51,303514.04,360196.48,424268.8,"Q9Z0S1",6
"459",244272.06,370058.73,324427.65,234621.67,247248.79,350777.47,374146.74,284261.89,370659.37,357527.97,443111.61,429485.75,"Q8QZY2",6
"460",185516.08,206635.06,271707.21,220445.58,182746.3,362770.32,517990.91,331235.93,420143.19,383242.47,297676.48,628026.7,"P23953",6
"461",229591.24,266311.76,312382.94,248310.32,345690.48,329392.53,404145.85,235056.5,340826.66,375159.69,346374.59,424375.84,"P09405",6
"462",446081.43,358094.63,373726.01,315403.4,389011.62,408340.89,525125.49,358859.09,370370.75,306286.6,298272.59,385796.96,"Q9DCS2",6
"463",346821.68,417950.74,402259.4,290245.77,387210.03,416104.97,445246.18,334703.76,360212.77,362846.64,429451.78,479120.25,"P50171",6
"464",121060.02,196243.5,230718.33,163801.44,202632.1,289114.6,201168.56,197080.37,241866.09,200586.32,226952.37,256292.31,"Q99MR8",6
"465",420071.39,525081.39,433102.34,327381.23,483689.94,593383.62,627765.85,408032.46,543568.42,543790.03,631640.65,646261.54,"P49722",6
"466",199305.6,193210.97,196269.63,112879.73,130214.69,259841.2,261023.3,305055.56,372218.83,464482.04,422202.55,473603.9,"Q60866",6
"467",139897.04,207321.83,160901.05,148657.22,196369.54,184896.75,200160.39,135978.61,166136.92,155328.32,175133.9,191285.87,"Q91WG8",5
"468",200673.33,126433.01,200783.43,182319.41,208669.16,150504.55,431291.86,117820.5,244397.1,259258.69,157831.6,194087.55,"Q9CPR4",6
"469",109481.28,165264,163734.58,129919.07,153579.17,187800.78,151992.02,156006.24,184301.21,168303.96,169014.9,142364.31,"Q99JI4",6
"470",133327.87,180043.33,203956.88,155713.87,183462.06,212133.88,211963.93,146963.93,187396.11,197677.61,204983.54,189550.04,"Q91WQ3",6
"471",187908.45,348597.34,453319.1,238391.21,310453.25,365356.98,309785.42,251047.17,240314.65,233541.52,322599.41,441896.15,"Q9R112",6
"472",116985.52,157001.14,177419.54,106698.13,120466.92,183498.98,165651.74,174394.95,200045.52,174454.04,222107.62,250795.68,"Q8K1Z0",6
"473",87638.76,142430.6,133358.85,114598.78,142191.48,147954.05,96765.37,98707.82,100652.44,125312.61,148017.71,200295.95,"Q8BGC4",6
"474",53188.09,122620.71,122610.77,103175.45,111050.92,129352.26,114476.48,88747.29,118120.3,107790.64,96634.6,129007.6,"O55029",6
"475",140930.99,156370.4,168695.97,136756.07,149984.62,174039.8,221452.65,126625.27,144495.53,170616.35,165776.58,195187.89,"Q9QYB1",6
"476",124344.7,151560.35,139034.7,87912.94,108941.11,169371.43,153737.15,133406.35,170934.73,186899.8,236635.05,193694.33,"Q9WUM3",5
"477",140598.05,137635.59,146422.96,110584.8,134527.62,128533.15,157285.59,73767.47,111026.79,85154.05,91693.9,97596.28,"P00493",6
"478",67889.53,89802.74,146293.31,48964.14,63704.92,119940.19,91641.34,136813.34,133118.89,124529.34,123498.05,165160.81,"P52792",6
"479",168428.88,190365.04,206463.79,115918.86,128799.79,213744.34,217437.5,190052.17,214137.78,216134.38,219488.16,179591.87,"Q571I9",6
"480",29985.64,36719.16,59580.36,90265.15,119992.92,40753.08,119228.38,32949.58,37505.3,47971.45,25584.28,80401.44,"P17717",6
"481",136507.96,165075.83,157331.19,120302.85,157181.01,180035.52,198581.11,154409.84,170080.69,237001.96,224215.94,212142.37,"P28352",6
"482",158044.66,170938.58,167593.57,108808.63,116118.56,186489.5,207282.71,160403.34,194213.92,190381.01,204222.74,272175.81,"Q9R111",6
"483",76242.66,152895.73,155217.84,113717.93,173379.96,162056.15,128744.44,106046.96,135030.52,90482.89,99441.52,135894.44,"Q8BU30",6
"484",60507.05,82411.73,79931.33,58420.11,88171.04,92313.27,128071.83,60670.29,77049.25,98342.48,74762.65,97506.64,"Q8BG05",6
"485",92993.5,146325.7,159509.62,125140.54,145703.12,153027.54,156521.71,176363.42,153197.26,133759.76,160239.21,193713.26,"P54775",6
"486",56188.12,90314.27,70587.42,61412.39,90045.83,88983.2,89709.63,87749.39,89391.77,98238.66,81757.41,102893.88,"Q9CQE8",6
"487",874988.75,913107.98,876202.81,779522.5,886453.91,871973.75,823628.74,724098.06,770165.09,936367.11,829236.13,1042323.01,"P62204",5
"488",1023918.7,1361209.34,910352.13,439293.11,812654.34,1017158.44,1205780.3,1064846.91,1425915.71,1503602.05,1734073.42,1755119.49,"Q9CWS0",5
"489",434159.82,498460.34,457290.39,376069.03,614116.79,529180.4,572716.23,310215.92,403469.15,317535.95,301295.96,441086.04,"P63242",6
"490",303660.84,322132.54,308302.31,175184.57,200835.44,279183.75,397441.47,432661.91,449162.85,506019.75,500552.19,683935.05,"Q9CQR4",7
"491",369543.56,182157.09,253112.02,255896.72,289091.26,233639.22,543163.34,160902.46,343120.19,394679.51,270123.47,305162.94,"P63325",5
"492",774956.16,867637.44,882627.33,438422.56,638723.41,799355.9,918315.68,665997.99,896992.66,936162.92,854867.28,952044.84,"Q921H8",5
"493",579246.35,713586.82,608314.02,536958.99,712553.46,851516.41,879293.76,632240.11,826995.06,927200.94,1077491.54,1202154.55,"P23492",5
"494",251246.11,618174.82,723008.16,520017.3,628535.63,749325.09,465086.93,572689.84,466808.03,422267.65,461672.57,764525.02,"P60335",5
"495",238898.33,121655.1,193378.7,174798.02,145984.79,151356.88,356590.8,95730.92,218044.96,250315.62,170224.03,202651.83,"P67984",5
"496",260246.74,366334.36,342128.29,355153.61,295650.82,322242.8,281730.61,284664.42,408202.02,362583,470417.01,509744.73,"P15626",5
"497",154576.4,197358.4,253912.9,278314.55,202192.96,396532.92,574428.63,149248.22,129710.95,159165.42,103438.05,286296.04,"Q00896",5
"498",244193.66,296139.75,334797.67,238943.14,280610.75,336700.02,355024.59,256513.11,322944.97,308034.83,371943.73,345326.3,"O70435",5
"499",267586.39,606784.82,516919.79,405784.06,551816.43,567944.11,461498.64,379749.41,447205.5,409699.03,467630.71,535485.44,"P60843",5
"500",457176.73,352445.06,376618.6,329362.33,452203.09,363896.18,746732.89,241377.72,384811.13,505347.79,364873.1,363288.57,"P62754",5
"501",345685.31,440775.56,406052.61,381161.83,481496.13,489514.49,477433.51,401787.92,457968.94,421997.04,499862.85,477992.26,"P61982",5
"502",232074.1,391437.07,482722.78,284663.38,378468.44,468556.81,437739.42,326543.27,349598.58,541810.94,519879.18,547542.53,"Q60605",6
"503",272218.72,373999.53,337041.63,204851.37,275080.9,446511.32,355129.7,356409.4,426665.53,568646.38,569426.57,548096.12,"O35969",5
"504",378857.33,432686.76,477420.52,342587.03,418594.37,537974.2,473056.24,417334.45,512961.13,520007.48,528135.76,696498.1,"Q91XE4",5
"505",180330.79,192159.75,201278.84,136490.87,165608.69,225687.42,261345.33,206041.55,219035.25,210957.56,200652.21,235044.79,"Q9D7G0",6
"506",112584.47,137582.2,144039.09,88692.1,111667.67,170873.27,171071.15,121700.73,181718.98,161735.5,156081.83,161834.82,"Q99JW2",5
"507",202963.41,238330.36,246774.47,233515.13,413348.12,298343.25,328287.05,215104.4,237284.62,243911.4,144600.8,293355.31,"P24456",5
"508",355969.72,366114.09,368997,250409.26,304029.39,473025.15,404232.39,419813.6,401780.43,507357.08,549441.42,665518.18,"Q8R0F8",5
"509",357810.29,470814.68,411893.66,346871.08,428178.11,432498.21,492754,385301.42,526670.32,436297.44,491488.83,522452.65,"Q9JMH6",5
"510",196266.51,105978.67,118822.47,103264.22,165983.93,99142.09,261988.57,88429.79,188104.32,202030.17,127796.63,103342.85,"P51410",5
"511",213276.15,228647.13,198600.17,123789.62,153967.72,240330.52,272303.3,137826.23,213137.12,215354.54,222218.47,203887.25,"P58044",5
